From,To,Price
Marg'ilon,Gijduvan,5300.0
Marg'ilon,Urgench,8000.0
Marg'ilon,Xiva,7600.0
Marg'ilon,Nukus,6700.0
Marg'ilon,Moynak,4000.0
Marg'ilon,Kokon,2000.0
Namangan,Andijonga,1300.0
Namangan,Farg'ona,1500.0
Namangan,Marg'ilon,1700.0
Namangan,Pop,1700.0
Namangan,Toshkent,3000.0
Namangan,Sirdaryo,3500.0
Namangan,Jizzax,4000.0
Namangan,Samarkand,4500.0
Namangan,Kattakorgon,4800.0
Namangan,Karshi,4600.0
Namangan,Shaxrisabs,4000.0
Namangan,Termez,78000.0
Namangan,Denov,7900.0
Namangan,Navoi,5000.0
Namangan,Zarafshon,5300.0
Namangan,Buxara,5000.0
Namangan,Gijduvan,4800.0
Namangan,Urgench,8000.0
Namangan,Xiva,6700.0
Namangan,Nukus,7200.0
Namangan,Moynak,4000.0
Namangan,Kokon,1800.0
Andijon,Zomin,5000.0
Fargona,Zomin,5300.0
Margilon,Zomin,5100.0
Namangan,Zomin,4800.0
Pop,Zomin,4000.0
Toshkent,Zomin,3600.0
Sirdaryo,Zomin,3800.0
Jizzax,Zomin,3000.0
Samarkand,Zomin,2500.0
Kattakorgon,Zomin,3000.0
Karshi,Zomin,3200.0
Shaxrisabs,Zomin,3800.0
Termez,Zomin,4300.0
Denov,Zomin,5000.0
Navoi,Zomin,3600.0
Zarafshon,Zomin,2500.0
Buxara,Zomin,2800.0
Gijduvan,Zomin,2300.0
Urgench,Zomin,5600.0
Xiva,Zomin,5000.0
Nukus,Zomin,4500.0
Moynak,Zomin,4000.0
Kokon,Zomin,5400.0
Sirdaryo,Andijonga,3500.0
Sirdaryo,Farg'ona,3100.0
Sirdaryo,Marg'ilon,3600.0
Sirdaryo,Namangan,3200.0
Sirdaryo,Pop,3000.0
Sirdaryo,Toshkent,2200.0
Sirdaryo,Jizzax,3200.0
Sirdaryo,Samarkand,4300.0
Sirdaryo,Kattakorgon,4000.0
Sirdaryo,Karshi,3600.0
Sirdaryo,Shaxrisabs,4000.0
Sirdaryo,Termez,5000.0
Sirdaryo,Denov,6800.0
Sirdaryo,Navoi,3800.0
Sirdaryo,Zarafshon,4000.0
Sirdaryo,Buxara,5000.0
Sirdaryo,Gijduvan,4300.0
Sirdaryo,Urgench,7800.0
Sirdaryo,Xiva,6700.0
Sirdaryo,Nukus,5600.0
Sirdaryo,Moynak,4000.0
Sirdaryo,Kokon,3800.0
Pop,Andijonga,1800.0
Pop,Farg'ona,1700.0
Pop,Marg'ilon,1300.0
Pop,Namangan,1500.0
Pop,Toshkent,3200.0
Pop,Sirdaryo,3600.0
Pop,Jizzax,4000.0
Pop,Samarkand,4600.0
Pop,Kattakorgon,5000.0
Pop,Karshi,5000.0
Pop,Shaxrisabs,4800.0
Pop,Termez,7600.0
Pop,Denov,8000.0
Pop,Navoi,6000.0
Pop,Zarafshon,6500.0
Pop,Buxara,5000.0
Pop,Gijduvan,5400.0
Pop,Urgench,8600.0
Pop,Xiva,7800.0
Pop,Nukus,6900.0
Pop,Moynak,5400.0
Pop,Kokon,1800.0
Jizzax,Andijonga,4500.0
Jizzax,Farg'ona,4200.0
Jizzax,Marg'ilon,4000.0
Jizzax,Namangan,410.0
Jizzax,Pop,4000.0
Jizzax,Toshkent,3000.0
Jizzax,Sirdaryo,2800.0
Jizzax,Samarkand,3000.0
Jizzax,Kattakorgon,4000.0
Jizzax,Karshi,4000.0
Jizzax,Shaxrisabs,3800.0
Jizzax,Termez,6500.0
Jizzax,Denov,7500.0
Jizzax,Navoi,4000.0
Jizzax,Zarafshon,4000.0
Jizzax,Buxara,5400.0
Jizzax,Gijduvan,5200.0
Jizzax,Urgench,7700.0
Jizzax,Xiva,6700.0
Jizzax,Nukus,5600.0
Jizzax,Moynak,4000.0
Jizzax,Kokon,4200.0
Samarqand,Andijonga,4000.0
Samarqand,Farg'ona,4200.0
Samarqand,Marg'ilon,4100.0
Samarqand,Namangan,4000.0
Samarqand,Pop,4000.0
Samarqand,Toshkent,3800.0
Samarqand,Sirdaryo,3500.0
Samarqand,Jizzax,4000.0
Samarqand,Kattakorgon,4000.0
Samarqand,Karshi,3800.0
Samarqand,Shaxrisabs,3900.0
Samarqand,Termez,7800.0
Samarqand,Denov,8000.0
Samarqand,Navoi,5000.0
Samarqand,Zarafshon,4000.0
Samarqand,Buxara,4300.0
Samarqand,Gijduvan,4200.0
Samarqand,Urgench,7400.0
Samarqand,Xiva,6500.0
Samarqand,Nukus,6000.0
Samarqand,Moynak,4000.0
Samarqand,Kokon,4500.0
Kattaqurg'on,Andijonga,4800.0
Kattaqurg'on,Farg'ona,4500.0
Kattaqurg'on,Marg'ilon,4000.0
Kattaqurg'on,Namangan,4200.0
Kattaqurg'on,Pop,4700.0
Kattaqurg'on,Toshkent,4000.0
Kattaqurg'on,Sirdaryo,3800.0
Kattaqurg'on,Jizzax,3500.0
Kattaqurg'on,Samarqand,4300.0
Kattaqurg'on,Karshi,4200.0
Kattaqurg'on,Shaxrisabs,4000.0
Kattaqurg'on,Termez,7600.0
Kattaqurg'on,Denov,7000.0
Kattaqurg'on,Navoi,5000.0
Kattaqurg'on,Zarafshon,4500.0
Kattaqurg'on,Buxara,4700.0
Kattaqurg'on,Gijduvan,4300.0
Kattaqurg'on,Urgench,5000.0
Kattaqurg'on,Xiva,4800.0
Kattaqurg'on,Nukus,4000.0
Kattaqurg'on,Moynak,4500.0
Kattaqurg'on,Kokon,5000.0
Qarshi,Andijonga,5000.0
Qarshi,Farg'ona,4600.0
Qarshi,Marg'ilon,5000.0
Qarshi,Namangan,4800.0
Qarshi,Pop,5000.0
Qarshi,Toshkent,4000.0
Qarshi,Sirdaryo,3800.0
Qarshi,Jizzax,4300.0
Qarshi,Samarqand,2800.0
Qarshi,Kattaqurg'on,3300.0
Qarshi,Shaxrisabs,2600.0
Qarshi,Termez,5500.0
Qarshi,Denov,6000.0
Qarshi,Navoi,4000.0
Qarshi,Zarafshon,4200.0
Qarshi,Buxara,5000.0
Qarshi,Gijduvan,4700.0
Qarshi,Urgench,6000.0
Qarshi,Xiva,5800.0
Qarshi,Nukus,6400.0
Qarshi,Moynak,5000.0
Qarshi,Kokon,4800.0
Shaxrisabz,Andijonga,4300.0
Shaxrisabz,Farg'ona,4800.0
Shaxrisabz,Marg'ilon,4000.0
Shaxrisabz,Namangan,3800.0
Shaxrisabz,Pop,4000.0
Shaxrisabz,Toshkent,3800.0
Shaxrisabz,Sirdaryo,3500.0
Shaxrisabz,Jizzax,4000.0
Shaxrisabz,Samarqand,3800.0
Shaxrisabz,Kattaqurg'on,3500.0
Shaxrisabz,Qarshi,2800.0
Shaxrisabz,Termez,6000.0
Shaxrisabz,Denov,6500.0
Shaxrisabz,Navoi,5000.0
Shaxrisabz,Zarafshon,4600.0
Shaxrisabz,Buxara,5000.0
Shaxrisabz,Gijduvan,4800.0
Shaxrisabz,Urgench,6000.0
Shaxrisabz,Xiva,6300.0
Shaxrisabz,Nukus,5400.0
Shaxrisabz,Moynak,5000.0
Shaxrisabz,Kokon,5000.0
Termiz,Andijonga,8000.0
Termiz,Farg'ona,7800.0
Termiz,Marg'ilon,8400.0
Termiz,Namangan,8300.0
Termiz,Pop,7800.0
Termiz,Toshkent,7000.0
Termiz,Sirdaryo,6500.0
Termiz,Jizzax,6000.0
Termiz,Samarqand,5500.0
Termiz,Kattaqurg'on,6000.0
Termiz,Qarshi,6400.0
Termiz,Shaxrisabz,5000.0
Termiz,Denov,3500.0
Termiz,Navoi,4000.0
Termiz,Zarafshon,6500.0
Termiz,Buxara,5000.0
Termiz,Gijduvan,5300.0
Termiz,Urgench,8000.0
Termiz,Xiva,5400.0
Termiz,Nukus,5000.0
Termiz,Moynak,5300.0
Termiz,Kokon,8000.0
Denov,Andijonga,8200.0
Denov,Farg'ona,8000.0
Denov,Marg'ilon,7800.0
Denov,Namangan,8000.0
Denov,Pop,7600.0
Denov,Toshkent,6000.0
Denov,Sirdaryo,5500.0
Denov,Jizzax,5400.0
Denov,Samarqand,5500.0
Denov,Kattaqurg'on,5000.0
Denov,Qarshi,6000.0
Denov,Shaxrisabz,4000.0
Denov,Termiz,3800.0
Denov,Navoi,4000.0
Denov,Zarafshon,4300.0
Denov,Buxara,5300.0
Denov,Gijduvan,5600.0
Denov,Urgench,7000.0
Denov,Xiva,6500.0
Denov,Nukus,5000.0
Denov,Moynak,5400.0
Denov,Kokon,8000.0
Zarafshon,Andijonga,5200.0
Zarafshon,Farg'ona,5600.0
Zarafshon,Marg'ilon,5000.0
Zarafshon,Namangan,5800.0
Zarafshon,Pop,5200.0
Zarafshon,Toshkent,4000.0
Zarafshon,Sirdaryo,3800.0
Zarafshon,Jizzax,42000.0
Zarafshon,Samarqand,4100.0
Zarafshon,Kattaqurg'on,4000.0
Zarafshon,Qarshi,3500.0
Zarafshon,Shaxrisabz,4200.0
Zarafshon,Termiz,6500.0
Zarafshon,Denov,7000.0
Zarafshon,Navoi,4000.0
Zarafshon,Buxara,4500.0
Zarafshon,Gijduvan,4200.0
Zarafshon,Urgench,8000.0
Zarafshon,Xiva,7600.0
Zarafshon,Nukus,6700.0
Zarafshon,Moynak,5000.0
Zarafshon,Kokon,6500.0
Buxoro,Andijonga,5000.0
Buxoro,Farg'ona,4800.0
Buxoro,Marg'ilon,4000.0
Buxoro,Namangan,4400.0
Buxoro,Pop,4200.0
Buxoro,Toshkent,4000.0
Buxoro,Sirdaryo,4000.0
Buxoro,Jizzax,3000.0
Buxoro,Samarqand,3200.0
Buxoro,Kattaqurg'on,4000.0
Buxoro,Qarshi,4200.0
Buxoro,Shaxrisabz,4100.0
Buxoro,Termiz,5500.0
Buxoro,Denov,6000.0
Buxoro,Navoi,3000.0
Buxoro,Zarafshon,4300.0
Buxoro,Gijduvan,3300.0
Buxoro,Urgench,7800.0
Buxoro,Xiva,6000.0
Buxoro,Nukus,4000.0
Buxoro,Moynak,4000.0
Buxoro,Kokon,5000.0
Gijduvon,Andijonga,5000.0
Gijduvon,Farg'ona,4800.0
Gijduvon,Marg'ilon,5000.0
Gijduvon,Namangan,5200.0
Gijduvon,Pop,5000.0
Gijduvon,Toshkent,4000.0
Gijduvon,Sirdaryo,3600.0
Gijduvon,Jizzax,3000.0
Gijduvon,Samarqand,4000.0
Gijduvon,Kattaqurg'on,4200.0
Gijduvon,Qarshi,3800.0
Gijduvon,Shaxrisabz,3500.0
Gijduvon,Termiz,6000.0
Gijduvon,Denov,7000.0
Gijduvon,Navoi,5000.0
Gijduvon,Buxara,3000.0
Gijduvon,Zarafshon,3600.0
Gijduvon,Urgench,7000.0
Gijduvon,Xiva,6500.0
Gijduvon,Nukus,6000.0
Gijduvon,Moynak,5000.0
Gijduvon,Kokon,5500.0
Urganch,Andijonga,8000.0
Urganch,Farg'ona,7500.0
Urganch,Marg'ilon,7000.0
Urganch,Namangan,7500.0
Urganch,Pop,6500.0
Urganch,Toshkent,5200.0
Urganch,Sirdaryo,4800.0
Urganch,Jizzax,5000.0
Urganch,Samarqand,5500.0
Urganch,Kattaqurg'on,6500.0
Urganch,Qarshi,6000.0
Urganch,Shaxrisabz,5500.0
Urganch,Termiz,6000.0
Urganch,Denov,6500.0
Urganch,Navoi,6000.0
Urganch,Buxara,5000.0
Urganch,Zarafshon,4000.0
Urganch,Gijduvon,4800.0
Urganch,Xiva,5000.0
Urganch,Nukus,5000.0
Urganch,Moynak,5500.0
Urganch,Kokon,8000.0
Xiva,Andijonga,7400.0
Xiva,Farg'ona,8000.0
Xiva,Marg'ilon,7200.0
Xiva,Namangan,7000.0
Xiva,Pop,7200.0
Xiva,Toshkent,6500.0
Xiva,Sirdaryo,6000.0
Xiva,Jizzax,4500.0
Xiva,Samarqand,5000.0
Xiva,Kattaqurg'on,5500.0
Xiva,Qarshi,5800.0
Xiva,Shaxrisabz,6000.0
Xiva,Termiz,4700.0
Xiva,Denov,5000.0
Xiva,Navoi,6000.0
Xiva,Buxara,5000.0
Xiva,Zarafshon,5500.0
Xiva,Gijduvon,5400.0
Xiva,Urganch,3500.0
Xiva,Nukus,5000.0
Xiva,Moynak,4000.0
Xiva,Kokon,8000.0
Nukus,Andijonga,8000.0
Nukus,Farg'ona,8200.0
Nukus,Marg'ilon,7800.0
Nukus,Namangan,7600.0
Nukus,Pop,7000.0
Nukus,Toshkent,5500.0
Nukus,Sirdaryo,5000.0
Nukus,Jizzax,6000.0
Nukus,Samarqand,5000.0
Nukus,Kattaqurg'on,5500.0
Nukus,Qarshi,6000.0
Nukus,Shaxrisabz,6200.0
Nukus,Termiz,5000.0
Nukus,Denov,6000.0
Nukus,Navoi,6500.0
Nukus,Buxara,5500.0
Nukus,Zarafshon,6000.0
Nukus,Gijduvon,6200.0
Nukus,Urganch,5000.0
Nukus,Xiva,4500.0
Nukus,Moynak,4000.0
Nukus,Kokon,7300.0
Muynoq,Andijonga,800.0
Muynoq,Farg'ona,7500.0
Muynoq,Marg'ilon,700.0
Muynoq,Namangan,7200.0
Muynoq,Pop,7000.0
Muynoq,Toshkent,6000.0
Muynoq,Sirdaryo,6500.0
Muynoq,Jizzax,5000.0
Muynoq,Samarqand,5500.0
Muynoq,Kattaqurg'on,6000.0
Muynoq,Qarshi,6500.0
Muynoq,Shaxrisabz,5000.0
Muynoq,Termiz,6000.0
Muynoq,Denov,7600.0
Muynoq,Navoi,6500.0
Muynoq,Buxara,5000.0
Muynoq,Zarafshon,5800.0
Muynoq,Gijduvon,5000.0
Muynoq,Urganch,7000.0
Muynoq,Xiva,7400.0
Muynoq,Nukus,5000.0
Muynoq,Kokon,8000.0
Andijon,Fargonaga,1200.0
Andijon,Margilon,1200.0
Andijon,Namangan,1200.0
Andijon,Pop,1300.0
Andijon,Toshkent,3000.0
Andijon,Sirdaryo,3700.0
Andijon,Jizzax,4.0
Andijon,Kattakorgon,4.7
Andijon,Karshi,5000.0
Andijon,Shaxrisabs,500.0
Andijon,Termez,5.0
Andijon,Denov,56.0
Agdijon,Navoi,6.0
Andijon,Zarafshon,6.5
Andijon,Buxara,7.0
Andijon,Gijduvan,7.0
Andijon,Urgench,10.0
Andijon,Xiva,10.0
Andijon,Nukus,11.0
Andijon,Moynak,12.0
Farg'ona,Andijonga,1200.0
Farg'ona,Margilon,1000.0
Farg'ona,Namangan,1200.0
Farg'ona,Pop,1300.0
Farg'ona,Toshkent,2800.0
Farg'ona,Sirdaryo,3200.0
Farg'ona,Jizzax,3400.0
Farg'ona,Samarkand,4000.0
Farg'ona,Kattakorgon,4500.0
Farg'ona,Karshi,5000.0
Farg'ona,Shaxrisabs,5000.0
Farg'ona,Termez,56.0
Farg'ona,Denov,56.0
Farg'ona,Navoi,7000.0
Farg'ona,Zarafshon,56.0
Farg'ona,Buxara,56.0
Farg'ona,Gijduvan,56.0
Farg'ona,Urgench,78.0
Farg'ona,Xiva,9.0
Farg'ona,Nukus,10.0
Farg'ona,Moynak,11.0
Farg'ona,Kokon,1200.0
Marg'ilon,Andijonga,1200.0
Marg'ilon,Farg'ona,1200.0
Marg'ilon,Namangan,1200.0
Marg'ilon,Pop,1300.0
Marg'ilon,Toshkent,2500.0
Marg'ilon,Sirdaryo,3200.0
Marg'ilon,Jizzax,3600.0
Marg'ilon,Samarkand,4000.0
Marg'ilon,Kattakorgon,4500.0
Marg'ilon,Karshi,5000.0
Marg'ilon,Shaxrisabs,5000.0
Marg'ilon,Termez,5500.0
Marg'ilon,Denov,5700.0
Marg'ilon,Navoi,6500.0
Marg'ilon,Zarafshon,6500.0
Marg'ilon,Buxara,6700.0
Marg'ilon,Gijduvan,6700.0
Marg'ilon,Urgench,7000.0
Marg'ilon,Xiva,9000.0
Marg'ilon,Nukus,10.0
Marg'ilon,Moynak,11.0
Marg'ilon,Kokon,11.0
Namangan,Andijonga,1300.0
Namangan,Farg'ona,1200.0
Namangan,Marg'ilon,1200.0
Namangan,Pop,1000.0
Namangan,Toshkent,2500.0
Namangan,Sirdaryo,3000.0
Namangan,Jizzax,3500.0
Namangan,Samarkand,4000.0
Namangan,Kattakorgon,4500.0
Namangan,Karshi,5000.0
Namangan,Shaxrisabs,5500.0
Namangan,Termez,6000.0
Namangan,Denov,6000.0
Namangan,Navoi,6000.0
Namangan,Zarafshon,6000.0
Namangan,Buxara,6000.0
Namangan,Gijduvan,6500.0
Namangan,Urgench,10.0
Namangan,Xiva,10.0
Namangan,Nukus,10.0
Namangan,Moynak,10.0
Namangan,Kokon,1200.0
Pop,Andijonga,1400.0
Pop,Farg'ona,1300.0
Pop,Marg'ilon,1200.0
Pop,Namangan,1000.0
Pop,Toshkent,2500.0
Pop,Sirdaryo,3000.0
Pop,Jizzax,3500.0
Pop,Samarkand,4000.0
Pop,Kattakorgon,4500.0
Pop,Karshi,5000.0
Pop,Shaxrisabs,5500.0
Pop,Termez,6000.0
Pop,Denov,6000.0
Pop,Navoi,6000.0
Pop,Zarafshon,6000.0
Pop,Buxara,6500.0
Pop,Gijduvan,6500.0
Pop,Urgench,9000.0
Pop,Xiva,10.0
Pop,Nukus,11.0
Pop,Moynak,11.0
Pop,Kokon,11.0
Toshkent,Andijonga,3500.0
Toshkent,Farg'ona,3300.0
Toshkent,Marg'ilon,3300.0
Toshkent,Namangan,3200.0
Toshkent,Pop,3200.0
Toshkent,Sirdaryo,2500.0
Toshkent,Jizzax,3000.0
Toshkent,Samarkand,3500.0
Toshkent,Kattakorgon,4000.0
Toshkent,Karshi,5000.0
Toshkent,Shaxrisabs,5000.0
Toshkent,Termez,5000.0
Toshkent,Denov,5000.0
Toshkent,Navoi,5000.0
Toshkent,Zarafshon,5000.0
Toshkent,Buxara,5000.0
Toshkent,Gijduvan,5000.0
Toshkent,Urgench,8000.0
Toshkent,Xiva,8000.0
Toshkent,Nukus,9000.0
Toshkent,Moynak,10.0
Toshkent,Kokon,10.0
Sirdaryo,Andijonga,3600.0
Sirdaryo,Farg'ona,3500.0
Sirdaryo,Marg'ilon,3400.0
Sirdaryo,Namangan,3300.0
Sirdaryo,Pop,3300.0
Sirdaryo,Toshkent,2800.0
Sirdaryo,Jizzax,3000.0
Sirdaryo,Samarkand,3200.0
Sirdaryo,Kattakorgon,3400.0
Sirdaryo,Karshi,4000.0
Sirdaryo,Shaxrisabs,4000.0
Sirdaryo,Termez,4500.0
Sirdaryo,Denov,4500.0
Sirdaryo,Navoi,4500.0
Sirdaryo,Zarafshon,5000.0
Sirdaryo,Buxara,50000.0
Sirdaryo,Gijduvan,5000.0
Sirdaryo,Urgench,7500.0
Sirdaryo,Xiva,8000.0
Sirdaryo,Nukus,9000.0
Sirdaryo,Moynak,10.0
Sirdaryo,Kokon,10.0
Jizzax,Andijonga,3500.0
Jizzax,Farg'ona,3300.0
Jizzax,Marg'ilon,3300.0
Jizzax,Namangan,3200.0
Jizzax,Pop,3200.0
Jizzax,Toshkent,2800.0
Jizzax,Sirdaryo,2000.0
Jizzax,Samarkand,2000.0
Jizzax,Kattakorgon,2000.0
Jizzax,Karshi,3000.0
Jizzax,Shaxrisabs,3000.0
Jizzax,Termez,4000.0
Jizzax,Denov,4000.0
Jizzax,Navoi,4000.0
Jizzax,Zarafshon,4000.0
Jizzax,Buxara,4000.0
Jizzax,Gijduvan,4000.0
Jizzax,Urgench,7000.0
Jizzax,Xiva,8000.0
Jizzax,Nukus,8000.0
Jizzax,Moynak,8000.0
Jizzax,Kokon,9000.0
Samarqand,Andijonga,4000.0
Samarqand,Farg'ona,3700.0
Samarqand,Marg'ilon,3500.0
Samarqand,Namangan,3500.0
Samarqand,Pop,3500.0
Samarqand,Toshkent,3000.0
Samarqand,Sirdaryo,2500.0
Samarqand,Jizzax,2000.0
Samarqand,Kattakorgon,2000.0
Samarqand,Karshi,3000.0
Samarqand,Shaxrisabs,3000.0
Samarqand,Termez,3500.0
Samarqand,Denov,3500.0
Samarqand,Navoi,4000.0
Samarqand,Zarafshon,4000.0
Samarqand,Buxara,4000.0
Samarqand,Gijduvan,4000.0
Samarqand,Urgench,6000.0
Samarqand,Xiva,7000.0
Samarqand,Moynak,7000.0
Samarqand,Kokon,7500.0
Kattaqurg'on,Andijonga,3600.0
Kattaqurg'on,Farg'ona,3500.0
Kattaqurg'on,Marg'ilon,3500.0
Kattaqurg'on,Namangan,3200.0
Kattaqurg'on,Pop,3300.0
Kattaqurg'on,Toshkent,3000.0
Kattaqurg'on,Sirdaryo,2600.0
Kattaqurg'on,Jizzax,2800.0
Kattaqurg'on,Samarqand,2000.0
Kattaqurg'on,Karshi,2500.0
Kattaqurg'on,Shaxrisabs,3000.0
Kattaqurg'on,Termez,3000.0
Kattaqurg'on,Denov,3000.0
Kattaqurg'on,Navoi,3000.0
Kattaqurg'on,Zarafshon,3500.0
Kattaqurg'on,Buxara,3500.0
Kattaqurg'on,Gijduvan,3500.0
Kattaqurg'on,Urgench,6000.0
Kattaqurg'on,Xiva,6000.0
Kattaqurg'on,Nukus,7000.0
Kattaqurg'on,Moynak,7000.0
Kattaqurg'on,Kokon,7500.0
Qarshi,Andijonga,4000.0
Qarshi,Farg'ona,3800.0
Qarshi,Marg'ilon,3800.0
Qarshi,Namangan,3500.0
Qarshi,Pop,3600.0
Qarshi,Toshkent,3000.0
Qarshi,Sirdaryo,2500.0
Qarshi,Jizzax,2000.0
Qarshi,Samarqand,2000.0
Qarshi,Kattaqurg'on,2500.0
Qarshi,Shaxrisabs,2500.0
Qarshi,Termez,2500.0
Qarshi,Denov,2500.0
Qarshi,Navoi,3000.0
Qarshi,Zarafshon,3000.0
Qarshi,Buxara,3000.0
Qarshi,Gijduvan,3000.0
Qarshi,Urgench,6000.0
Qarshi,Xiva,6000.0
Qarshi,Nukus,6000.0
Qarshi,Moynak,6000.0
Qarshi,Kokon,6500.0
Shaxrisabz,Andijonga,4000.0
Shaxrisabz,Farg'ona,3800.0
Shaxrisabz,Marg'ilon,3800.0
Shaxrisabz,Namangan,3600.0
Shaxrisabz,Pop,3600.0
Shaxrisabz,Toshkent,3000.0
Shaxrisabz,Sirdaryo,2500.0
Shaxrisabz,Jizzax,2200.0
Shaxrisabz,Samarqand,2000.0
Shaxrisabz,Kattaqurg'on,2000.0
Shaxrisabz,Qarshi,2000.0
Shaxrisabz,Termez,2500.0
Shaxrisabz,Denov,2500.0
Shaxrisabz,Navoi,2500.0
Shaxrisabz,Zarafshon,3000.0
Shaxrisabz,Buxara,3000.0
Shaxrisabz,Gijduvan,3000.0
Shaxrisabz,Urgench,5000.0
Shaxrisabz,Xiva,5000.0
Shaxrisabz,Nukus,600.0
Shaxrisabz,Moynak,600.0
Shaxrisabz,Kokon,6500.0
